Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
5.550084066390991211e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.505999999999999872e+01,1.864000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.649208235740661621e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.512000000000000099e+01,1.864000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.748261117935180664e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.541000000000000014e+01,1.867000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.847327685356140137e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.564000000000000057e+01,1.864000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
5.946418547630310059e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.573000000000000043e+01,1.864000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.045478725433349609e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.605000000000000071e+01,1.864000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.144610881805419922e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.608999999999999986e+01,1.873999999999999844e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.243688964843750000e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.637999999999999901e+01,1.880000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.342757368087768555e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.660000000000000142e+01,1.880000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.441915917396545410e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.669999999999999929e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.540988707542419434e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.698999999999999844e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.640131998062133789e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.708999999999999986e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.739270687103271484e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.733999999999999986e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.838334345817565918e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.741000000000000014e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
6.937387776374816895e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.767000000000000171e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.036518883705139160e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.792000000000000171e+01,1.896000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.135638236999511719e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.798999999999999844e+01,1.900000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.234777903556823730e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.830999999999999872e+01,1.905999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.333885693550109863e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.830999999999999872e+01,1.903000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.432996511459350586e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.862999999999999901e+01,1.919000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.532056498527526855e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.873000000000000043e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.631142663955688477e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.896000000000000085e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.730197715759277344e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.921000000000000085e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.829257607460021973e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.928000000000000114e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
7.928313016891479492e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.960000000000000142e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.027404236793518066e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.966000000000000014e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.126482295989990234e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.992000000000000171e+01,1.932000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.225624227523803711e+01,5.000000000000000000e+01,0.000000000000000000e+00,2.992000000000000171e+01,1.928999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.324724936485290527e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.023999999999999844e+01,1.942000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.423783779144287109e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.028000000000000114e+01,1.951000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.522869944572448730e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.057000000000000028e+01,1.957999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.621985840797424316e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.076000000000000156e+01,1.960999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.721084022521972656e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.089000000000000057e+01,1.960999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.820249724388122559e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.114999999999999858e+01,1.960999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.919358134269714355e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.121000000000000085e+01,1.960999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.018487167358398438e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.153000000000000114e+01,1.960999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.117563676834106445e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.157000000000000028e+01,1.964000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.216616368293762207e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.185999999999999943e+01,1.980000000000000071e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.315705037117004395e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.192000000000000171e+01,1.989999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.414816665649414062e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.217999999999999972e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.513880038261413574e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.246999999999999886e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.613004326820373535e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.250000000000000000e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.712134814262390137e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.275999999999999801e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.811260151863098145e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.282000000000000028e+01,1.992999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.910364675521850586e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.314000000000000057e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.000949475765228271e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.314000000000000057e+01,2.000000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.010858993530273438e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.339999999999999858e+01,2.021999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.020769269466400146e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.350000000000000000e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.030680174827575684e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.378999999999999915e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.040593419075012207e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.382000000000000028e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.050506105422973633e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.410999999999999943e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.060418264865875244e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.421000000000000085e+01,2.025000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.070331099033355713e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.442999999999999972e+01,2.035000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.080238857269287109e+02,5.000000000000000000e+01,0.000000000000000000e+00,3.450000000000000000e+01,2.051000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.090152738094329834e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.475999999999999801e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.100063877105712891e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.478999999999999915e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.109972012042999268e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.507999999999999829e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.119879484176635742e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.507999999999999829e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.129793591499328613e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.539999999999999858e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.139700703620910645e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.539999999999999858e+01,2.057999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.149609928131103516e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.568999999999999773e+01,2.076999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.159526815414428711e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.571999999999999886e+01,2.082999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.169437811374664307e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.578999999999999915e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.179352023601531982e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.600999999999999801e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.189257857799530029e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.199170751571655273e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.209085495471954346e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.610999999999999943e+01,2.089999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.218993778228759766e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.627000000000000313e+01,2.096000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.228901064395904541e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.629999999999999716e+01,2.105999999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.238808250427246094e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.636999999999999744e+01,2.116000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.248718705177307129e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.636999999999999744e+01,2.119000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.258633501529693604e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.632999999999999829e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.268544905185699463e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.629999999999999716e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.278450694084167480e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.636999999999999744e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.288358592987060547e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.624000000000000199e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.298271045684814453e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.629999999999999716e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.308185961246490479e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.629999999999999716e+01,2.121999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.318094902038574219e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.632999999999999829e+01,2.141000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.328002939224243164e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.617000000000000171e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.337913820743560791e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.614000000000000057e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.347825753688812256e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.357739779949188232e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.367648675441741943e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.377561397552490234e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.153999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.387475128173828125e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.157999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.397390031814575195e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.603999999999999915e+01,2.160999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.407297394275665283e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.600999999999999801e+01,2.182999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.417205815315246582e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.585000000000000142e+01,2.182999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.427121665477752686e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.571999999999999886e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.437038707733154297e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.571999999999999886e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.446952116489410400e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.571999999999999886e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.456860368251800537e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.571999999999999886e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.466769611835479736e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.546000000000000085e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.476682078838348389e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.539999999999999858e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.486589653491973877e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.539999999999999858e+01,2.187000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.496500625610351562e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.539999999999999858e+01,2.196000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.506406552791595459e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.536999999999999744e+01,2.203000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.516319069862365723e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.534000000000000341e+01,2.212000000000000099e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.526231763362884521e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.510999999999999943e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.536143412590026855e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.507999999999999829e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.546057465076446533e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.507999999999999829e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.555969769954681396e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.507999999999999829e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.565882887840270996e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.478999999999999915e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.575798294544219971e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.475999999999999801e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.585708773136138916e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.475999999999999801e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.595620357990264893e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.475999999999999801e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.605528683662414551e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.453000000000000114e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.615435318946838379e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.442999999999999972e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.625343961715698242e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.442999999999999972e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.635257046222686768e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.442999999999999972e+01,2.219000000000000128e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.645166797637939453e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.427000000000000313e+01,2.225000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.655076849460601807e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.410999999999999943e+01,2.241000000000000014e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.664983954429626465e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.410999999999999943e+01,2.232000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.674889595508575439e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.410999999999999943e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.684803113937377930e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.410999999999999943e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.694712479114532471e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.395000000000000284e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.704623658657073975e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.378999999999999915e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.714532289505004883e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.378999999999999915e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.724447948932647705e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.375999999999999801e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.734353594779968262e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.350000000000000000e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.744268844127655029e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.346999999999999886e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.754177036285400391e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.346999999999999886e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.764090464115142822e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.346999999999999886e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.773998658657073975e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.317999999999999972e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.783911874294281006e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.314000000000000057e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.793818016052246094e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.314000000000000057e+01,2.251000000000000156e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.803724162578582764e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.314000000000000057e+01,2.253999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.813638362884521484e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.307999999999999829e+01,2.257000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.823553690910339355e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.282000000000000028e+01,2.260999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.833468258380889893e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.282000000000000028e+01,2.260999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.843382046222686768e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.282000000000000028e+01,2.269999999999999929e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.853288886547088623e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.282000000000000028e+01,2.276999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.863196437358856201e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.256000000000000227e+01,2.276999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.873108525276184082e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.250000000000000000e+01,2.276999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.883020493984222412e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.250000000000000000e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.892929661273956299e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.250000000000000000e+01,2.276999999999999957e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.902838649749755859e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.239999999999999858e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.912748177051544189e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.227000000000000313e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.922659046649932861e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.217999999999999972e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.932569618225097656e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.217999999999999972e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.942481694221496582e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.217999999999999972e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.952393207550048828e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.198000000000000043e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.962304444313049316e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.185999999999999943e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.972213590145111084e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.185999999999999943e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.982120506763458252e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.185999999999999943e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.992028040885925293e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.178999999999999915e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.001938076019287109e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.166000000000000014e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.011848609447479248e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.157000000000000028e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.021761064529418945e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.157000000000000028e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.031672594547271729e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.153000000000000114e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.041576142311096191e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.153000000000000114e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.051492106914520264e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.153000000000000114e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.061406495571136475e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.153000000000000114e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.071318373680114746e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.160000000000000142e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.081234824657440186e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.173000000000000043e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.091147875785827637e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.185999999999999943e+01,2.285999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.101058716773986816e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.185999999999999943e+01,2.282999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.110970773696899414e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.202000000000000313e+01,2.289999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.120885565280914307e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.217999999999999972e+01,2.289999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.130789494514465332e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.217999999999999972e+01,2.289999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.140703227519989014e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.250000000000000000e+01,2.292999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.150617804527282715e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.256000000000000227e+01,2.289999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.160527048110961914e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.282000000000000028e+01,2.285999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.170433092117309570e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.292000000000000171e+01,2.292999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.180342710018157959e+02,9.000000000000000000e+01,0.000000000000000000e+00,3.314000000000000057e+01,2.285999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
